PLAYER_ID,PLAYER_NAME,CATCH_SHOOT_FG3M,CATCH_SHOOT_FG3A,CATCH_SHOOT_FG3_PCT,SEASON
1626153,Delon Wright,21.0,51.0,0.412,2023-24
1630166,Deni Avdija,66.0,163.0,0.405,2023-24
203471,Dennis Schröder,108.0,279.0,0.387,2023-24
1628372,Dennis Smith Jr.,23.0,76.0,0.303,2023-24
1641726,Dereck Lively II,0.0,2.0,0.0,2023-24
1631220,Dereon Seabron,0.0,1.0,0.0,2023-24
1627884,Derrick Jones Jr.,78.0,224.0,0.348,2023-24
201565,Derrick Rose,9.0,28.0,0.321,2023-24
1628401,Derrick White,144.0,344.0,0.419,2023-24
1630217,Desmond Bane,61.0,139.0,0.439,2023-24
1626164,Devin Booker,53.0,142.0,0.373,2023-24
1630170,Devin Vassell,113.0,286.0,0.395,2023-24
1628984,Devonte' Graham,12.0,42.0,0.286,2023-24
1641926,Dexter Dennis,1.0,6.0,0.167,2023-24
1628415,Dillon Brooks,98.0,278.0,0.353,2023-24
1631376,Dmytro Skapintsev,,,,2023-24
1627734,Domantas Sabonis,29.0,80.0,0.363,2023-24
1631230,Dominick Barlow,3.0,8.0,0.375,2023-24
1628378,Donovan Mitchell,70.0,172.0,0.407,2023-24
1628978,Donte DiVincenzo,240.0,590.0,0.407,2023-24
1627827,Dorian Finney-Smith,104.0,298.0,0.349,2023-24
203926,Doug McDermott,83.0,206.0,0.403,2023-24
203110,Draymond Green,48.0,120.0,0.4,2023-24
1629234,Drew Eubanks,3.0,3.0,1.0,2023-24
1641809,Drew Peterson,3.0,5.0,0.6,2023-24
1630696,Dru Smith,6.0,14.0,0.429,2023-24
1629130,Duncan Robinson,122.0,309.0,0.395,2023-24
1641871,Duop Reath,82.0,231.0,0.355,2023-24
203939,Dwight Powell,1.0,3.0,0.333,2023-24
1629685,Dylan Windler,9.0,21.0,0.429,2023-24
1630700,Dyson Daniels,38.0,118.0,0.322,2023-24
1630604,E.J. Liddell,0.0,5.0,0.0,2023-24
1641734,Emoni Bates,5.0,19.0,0.263,2023-24
201569,Eric Gordon,131.0,342.0,0.383,2023-24
1630647,Eugene Omoruyi,11.0,39.0,0.282,2023-24
203095,Evan Fournier,24.0,86.0,0.279,2023-24
1630596,Evan Mobley,21.0,58.0,0.362,2023-24
1630196,Filip Petrusev,,,,2023-24
1628373,Frank Ntilikina,1.0,8.0,0.125,2023-24
1630532,Franz Wagner,61.0,208.0,0.293,2023-24
1627832,Fred VanVleet,98.0,231.0,0.424,2023-24
1627788,Furkan Korkmaz,9.0,27.0,0.333,2023-24
1641713,GG Jackson,83.0,225.0,0.369,2023-24
1629216,Gabe Vincent,2.0,15.0,0.133,2023-24
202066,Garrett Temple,11.0,32.0,0.344,2023-24
1629726,Garrison Mathews,72.0,165.0,0.436,2023-24
203914,Gary Harris,70.0,189.0,0.37,2023-24
1627780,Gary Payton II,20.0,54.0,0.37,2023-24
1629018,Gary Trent Jr.,138.0,320.0,0.431,2023-24
1627777,Georges Niang,134.0,345.0,0.388,2023-24
203507,Giannis Antetokounmpo,11.0,41.0,0.268,2023-24
1629048,Goga Bitadze,2.0,14.0,0.143,2023-24
202330,Gordon Hayward,33.0,76.0,0.434,2023-24
1641711,Gradey Dick,75.0,191.0,0.393,2023-24
1629684,Grant Williams,108.0,293.0,0.369,2023-24
1628960,Grayson Allen,164.0,360.0,0.456,2023-24
1630535,Greg Brown III,1.0,3.0,0.333,2023-24
1630611,Gui Santos,10.0,24.0,0.417,2023-24
1628977,Hamidou Diallo,,,,2023-24
203084,Harrison Barnes,124.0,325.0,0.382,2023-24
1628385,Harry Giles III,3.0,13.0,0.231,2023-24
1629312,Haywood Highsmith,73.0,181.0,0.403,2023-24
1630929,Henri Drell,2.0,6.0,0.333,2023-24
1630529,Herbert Jones,111.0,262.0,0.424,2023-24
1641816,Hunter Tyson,3.0,11.0,0.273,2023-24
1630641,Ibou Badji,,,,2023-24
1630193,Immanuel Quickley,84.0,203.0,0.414,2023-24
1630171,Isaac Okoro,79.0,200.0,0.395,2023-24
1628392,Isaiah Hartenstein,0.0,2.0,0.0,2023-24
1630543,Isaiah Jackson,0.0,3.0,0.0,2023-24
1630198,Isaiah Joe,125.0,288.0,0.434,2023-24
1630587,Isaiah Livers,20.0,66.0,0.303,2023-24
1630600,Isaiah Mobley,3.0,10.0,0.3,2023-24
1630191,Isaiah Stewart,61.0,160.0,0.381,2023-24
202738,Isaiah Thomas,1.0,2.0,0.5,2023-24
1631209,Isaiah Wong,0.0,1.0,0.0,2023-24
202397,Ish Smith,1.0,1.0,1.0,2023-24
1630688,Ish Wainright,6.0,17.0,0.353,2023-24
1627826,Ivica Zubac,,,,2023-24
1631167,Izaiah Brockington,0.0,0.0,,2023-24
1631120,JD Davison,1.0,3.0,0.333,2023-24
1630550,JT Thor,27.0,77.0,0.351,2023-24
1629630,Ja Morant,5.0,19.0,0.263,2023-24
201580,JaVale McGee,1.0,6.0,0.167,2023-24
1631095,Jabari Smith Jr.,121.0,320.0,0.378,2023-24
1631133,Jabari Walker,39.0,132.0,0.295,2023-24
1631298,Jack White,2.0,10.0,0.2,2023-24
1631367,Jacob Gilyard,37.0,86.0,0.43,2023-24
1631210,Jacob Toppin,0.0,2.0,0.0,2023-24
1630702,Jaden Hardy,61.0,155.0,0.394,2023-24
1631093,Jaden Ivey,89.0,251.0,0.355,2023-24
1630183,Jaden McDaniels,80.0,230.0,0.348,2023-24
1630531,Jaden Springer,9.0,43.0,0.209,2023-24
203109,Jae Crowder,49.0,145.0,0.338,2023-24
1630256,Jae'Sean Tate,23.0,71.0,0.324,2023-24
1630186,Jahmi'us Ramsey,5.0,19.0,0.263,2023-24
1631170,Jaime Jaquez Jr.,63.0,183.0,0.344,2023-24
1631222,Jake LaRavia,40.0,115.0,0.348,2023-24
1627751,Jakob Poeltl,,,,2023-24
1628973,Jalen Brunson,85.0,191.0,0.445,2023-24
1630622,Jalen Crutcher,,,,2023-24
1631105,Jalen Duren,0.0,1.0,0.0,2023-24
1630224,Jalen Green,81.0,256.0,0.316,2023-24
1641720,Jalen Hood-Schifino,1.0,5.0,0.2,2023-24
1630552,Jalen Johnson,62.0,174.0,0.356,2023-24
1629667,Jalen McDaniels,11.0,63.0,0.175,2023-24
1629618,Jalen Pickett,6.0,9.0,0.667,2023-24
1641771,Jalen Slawson,0.0,2.0,0.0,2023-24
1630188,Jalen Smith,54.0,132.0,0.409,2023-24
1630591,Jalen Suggs,116.0,285.0,0.407,2023-24
1631114,Jalen Williams,63.0,145.0,0.434,2023-24
1630592,Jalen Wilson,23.0,62.0,0.371,2023-24
1631288,Jamal Cain,9.0,28.0,0.321,2023-24
1627750,Jamal Murray,57.0,141.0,0.404,2023-24
1631123,Jamaree Bouyea,1.0,5.0,0.2,2023-24
1630547,James Bouknight,6.0,15.0,0.4,2023-24
201935,James Harden,57.0,148.0,0.385,2023-24
201949,James Johnson,0.0,2.0,0.0,2023-24
1630164,James Wiseman,0.0,1.0,0.0,2023-24
1641716,Jarace Walker,15.0,38.0,0.395,2023-24
1630215,Jared Butler,12.0,40.0,0.3,2023-24
1631197,Jared Rhoden,10.0,26.0,0.385,2023-24
1628991,Jaren Jackson Jr.,103.0,304.0,0.339,2023-24
1629020,Jarred Vanderbilt,8.0,26.0,0.308,2023-24
1628386,Jarrett Allen,0.0,4.0,0.0,2023-24
1630554,Jason Preston,0.0,2.0,0.0,2023-24
1631241,Javon Freeman-Liberty,9.0,29.0,0.31,2023-24
1629750,Javonte Green,10.0,27.0,0.37,2023-24
1630606,Javonte Smart,,,,2023-24
1629637,Jaxson Hayes,0.0,6.0,0.0,2023-24
1630643,Jay Huff,3.0,9.0,0.333,2023-24
1627759,Jaylen Brown,79.0,224.0,0.353,2023-24
1629669,Jaylen Nowell,5.0,21.0,0.238,2023-24
1631119,Jaylin Williams,52.0,138.0,0.377,2023-24
1628369,Jayson Tatum,71.0,165.0,0.43,2023-24
1630288,Jeff Dowtin Jr.,3.0,4.0,0.75,2023-24
201145,Jeff Green,48.0,143.0,0.336,2023-24
203924,Jerami Grant,110.0,260.0,0.423,2023-24
1630526,Jeremiah Robinson-Earl,13.0,38.0,0.342,2023-24
1631110,Jeremy Sochan,57.0,176.0,0.324,2023-24
1630579,Jericho Sims,,,,2023-24
1631257,Jermaine Samuels Jr.,0.0,2.0,0.0,2023-24
1629010,Jerome Robinson,2.0,15.0,0.133,2023-24
1641724,Jett Howard,5.0,14.0,0.357,2023-24
1628975,Jevon Carter,52.0,145.0,0.359,2023-24
202710,Jimmy Butler III,33.0,81.0,0.407,2023-24
1629111,Jock Landale,10.0,39.0,0.256,2023-24
203925,Joe Harris,10.0,28.0,0.357,2023-24
204060,Joe Ingles,57.0,107.0,0.533,2023-24
203954,Joel Embiid,36.0,65.0,0.554,2023-24
1628381,John Collins,85.0,226.0,0.376,2023-24
1629723,John Konchar,38.0,108.0,0.352,2023-24
1631098,Johnny Davis,13.0,34.0,0.382,2023-24
1630548,Johnny Juzang,30.0,66.0,0.455,2023-24
202685,Jonas Valančiūnas,34.0,109.0,0.312,2023-24
1628371,Jonathan Isaac,40.0,106.0,0.377,2023-24
1630228,Jonathan Kuminga,42.0,128.0,0.328,2023-24
1629007,Jontay Porter,19.0,56.0,0.339,2023-24
203903,Jordan Clarkson,53.0,159.0,0.333,2023-24
1630259,Jordan Ford,1.0,2.0,0.5,2023-24
1630692,Jordan Goodwin,31.0,97.0,0.32,2023-24
1641722,Jordan Hawkins,95.0,245.0,0.388,2023-24
1629162,Jordan McLaughlin,35.0,74.0,0.473,2023-24
1641757,Jordan Miller,1.0,2.0,0.5,2023-24
1629670,Jordan Nwora,33.0,92.0,0.359,2023-24
1629673,Jordan Poole,100.0,286.0,0.35,2023-24
1641775,Jordan Walsh,2.0,9.0,0.222,2023-24
1630631,Jose Alvarado,62.0,166.0,0.373,2023-24
1630581,Josh Giddey,75.0,218.0,0.344,2023-24
1630182,Josh Green,67.0,173.0,0.387,2023-24
1628404,Josh Hart,62.0,189.0,0.328,2023-24
1631169,Josh Minott,4.0,9.0,0.444,2023-24
1629006,Josh Okogie,26.0,86.0,0.302,2023-24
1626196,Josh Richardson,62.0,170.0,0.365,2023-24
1630563,Joshua Primo,,,,2023-24
201950,Jrue Holiday,75.0,164.0,0.457,2023-24
1629308,Juan Toscano-Anderson,1.0,4.0,0.25,2023-24
1631262,Jules Bernard,7.0,19.0,0.368,2023-24
1630577,Julian Champagnie,90.0,257.0,0.35,2023-24
1641763,Julian Phillips,12.0,37.0,0.324,2023-24
1631124,Julian Strawther,34.0,114.0,0.298,2023-24
203944,Julius Randle,51.0,144.0,0.354,2023-24
1630551,Justin Champagnie,11.0,39.0,0.282,2023-24
203200,Justin Holiday,48.0,121.0,0.397,2023-24
1628382,Justin Jackson,,,,2023-24
1631303,Justin Minaya,10.0,46.0,0.217,2023-24
203994,Jusuf Nurkić,22.0,85.0,0.259,2023-24
1630231,KJ Martin,8.0,28.0,0.286,2023-24
1629232,Kaiser Gates,0.0,2.0,0.0,2023-24
1626157,Karl-Anthony Towns,118.0,276.0,0.428,2023-24
202695,Kawhi Leonard,78.0,183.0,0.426,2023-24
1631099,Keegan Murray,162.0,432.0,0.375,2023-24
1628966,Keita Bates-Diop,20.0,62.0,0.323,2023-24
1629640,Keldon Johnson,102.0,283.0,0.36,2023-24
203482,Kelly Olynyk,55.0,130.0,0.423,2023-24
1626162,Kelly Oubre Jr.,72.0,231.0,0.312,2023-24
1631112,Kendall Brown,0.0,2.0,0.0,2023-24
1631254,Kenneth Lofton Jr.,6.0,21.0,0.286,2023-24
1629026,Kenrich Williams,53.0,129.0,0.411,2023-24
203484,Kentavious Caldwell-Pope,98.0,247.0,0.397,2023-24
1631165,Keon Ellis,50.0,118.0,0.424,2023-24
1630553,Keon Johnson,4.0,5.0,0.8,2023-24
1630556,Kessler Edwards,19.0,47.0,0.404,2023-24
201142,Kevin Durant,119.0,271.0,0.439,2023-24
1628989,Kevin Huerter,91.0,261.0,0.349,2023-24
1628995,Kevin Knox II,29.0,84.0,0.345,2023-24
201567,Kevin Love,71.0,211.0,0.336,2023-24
1630284,Kevon Harris,,,,2023-24
1626172,Kevon Looney,,,,2023-24
1641749,Keyontae Johnson,1.0,3.0,0.333,2023-24
1641718,Keyonte George,71.0,224.0,0.317,2023-24
203114,Khris Middleton,52.0,128.0,0.406,2023-24
1630165,Killian Hayes,17.0,58.0,0.293,2023-24
1630184,Kira Lewis Jr.,3.0,24.0,0.125,2023-24
202691,Klay Thompson,207.0,543.0,0.381,2023-24
1641738,Kobe Brown,12.0,44.0,0.273,2023-24
1641723,Kobe Bufkin,4.0,23.0,0.174,2023-24
1628424,Kobi Simmons,1.0,7.0,0.143,2023-24
1627739,Kris Dunn,37.0,96.0,0.385,2023-24
1631200,Kris Murray,44.0,158.0,0.278,2023-24
204001,Kristaps Porziņģis,106.0,273.0,0.388,2023-24
203937,Kyle Anderson,10.0,40.0,0.25,2023-24
1628398,Kyle Kuzma,104.0,293.0,0.355,2023-24
200768,Kyle Lowry,63.0,155.0,0.406,2023-24
202681,Kyrie Irving,79.0,188.0,0.42,2023-24
1630163,LaMelo Ball,35.0,98.0,0.357,2023-24
1630205,Lamar Stevens,14.0,43.0,0.326,2023-24
1629013,Landry Shamet,46.0,123.0,0.374,2023-24
1626204,Larry Nance Jr.,26.0,61.0,0.426,2023-24
1628374,Lauri Markkanen,168.0,406.0,0.414,2023-24
2544,LeBron James,87.0,184.0,0.473,2023-24
1641778,Leaky Black,9.0,20.0,0.45,2023-24
1631159,Leonard Miller,2.0,5.0,0.4,2023-24
1631311,Lester Quinones,23.0,61.0,0.377,2023-24
1629623,Lindell Wigginton,0.0,2.0,0.0,2023-24
1630322,Lindy Waters III,29.0,64.0,0.453,2023-24
1629022,Lonnie Walker IV,67.0,169.0,0.396,2023-24
1629652,Luguentz Dort,141.0,353.0,0.399,2023-24
1629029,Luka Dončić,51.0,135.0,0.378,2023-24
1630568,Luka Garza,8.0,30.0,0.267,2023-24
1629677,Luka Samanic,13.0,58.0,0.224,2023-24
1628379,Luke Kennard,92.0,189.0,0.487,2023-24
1628436,Luke Kornet,1.0,1.0,1.0,2023-24
1630201,Malachi Flynn,31.0,93.0,0.333,2023-24
1631103,Malaki Branham,77.0,213.0,0.362,2023-24
1627763,Malcolm Brogdon,59.0,114.0,0.518,2023-24
1630608,Malcolm Cazalon,,,,2023-24
1627736,Malik Beasley,179.0,422.0,0.424,2023-24
1628370,Malik Monk,90.0,244.0,0.369,2023-24
1642013,Malik Williams,1.0,5.0,0.2,2023-24
1629603,Mamadi Diakite,0.0,1.0,0.0,2023-24
1641970,Maozinha Pereira,5.0,12.0,0.417,2023-24
1630699,MarJon Beauchamp,24.0,50.0,0.48,2023-24
202694,Marcus Morris Sr.,43.0,100.0,0.43,2023-24
1631204,Marcus Sasser,34.0,94.0,0.362,2023-24
203935,Marcus Smart,35.0,103.0,0.34,2023-24
1631109,Mark Williams,,,,2023-24
1628365,Markelle Fultz,4.0,14.0,0.286,2023-24
202693,Markieff Morris,10.0,35.0,0.286,2023-24
1641806,Markquis Nowell,,,,2023-24
1629716,Marques Bolden,0.0,1.0,0.0,2023-24
1628963,Marvin Bagley III,9.0,22.0,0.409,2023-24
1630222,Mason Jones,2.0,3.0,0.667,2023-24
203486,Mason Plumlee,0.0,5.0,0.0,2023-24
1629680,Matisse Thybulle,74.0,204.0,0.363,2023-24
1630562,Matt Hurt,4.0,18.0,0.222,2023-24
1630346,Matt Ryan,37.0,82.0,0.451,2023-24
1631108,Max Christie,37.0,94.0,0.394,2023-24
1629622,Max Strus,154.0,423.0,0.364,2023-24
1628467,Maxi Kleber,32.0,88.0,0.364,2023-24
1641721,Maxwell Lewis,0.0,3.0,0.0,2023-24
1630695,Micah Potter,8.0,19.0,0.421,2023-24
1629008,Michael Porter Jr.,172.0,401.0,0.429,2023-24
1628969,Mikal Bridges,171.0,444.0,0.385,2023-24
201144,Mike Conley,84.0,197.0,0.426,2023-24
203488,Mike Muscala,27.0,89.0,0.303,2023-24
1628970,Miles Bridges,109.0,285.0,0.382,2023-24
1630540,Miles McBride,79.0,187.0,0.422,2023-24
1629011,Mitchell Robinson,,,,2023-24
1628964,Mo Bamba,25.0,60.0,0.417,2023-24
1628420,Monte Morris,24.0,52.0,0.462,2023-24
1629021,Moritz Wagner,36.0,111.0,0.324,2023-24
1629650,Moses Brown,,,,2023-24
1630541,Moses Moody,59.0,169.0,0.349,2023-24
1631338,Mouhamadou Gueye,0.0,2.0,0.0,2023-24
1631243,Mouhamed Gueye,3.0,9.0,0.333,2023-24
1631217,Moussa Diabaté,,,,2023-24
1626167,Myles Turner,114.0,304.0,0.375,2023-24
1630230,Naji Marshall,53.0,134.0,0.396,2023-24
1629642,Nassir Little,19.0,62.0,0.306,2023-24
1630207,Nate Hinton,3.0,9.0,0.333,2023-24
1631466,Nate Williams,2.0,5.0,0.4,2023-24
1641877,Nathan Mensah,,,,2023-24
1629675,Naz Reid,165.0,392.0,0.421,2023-24
1629674,Neemias Queta,,,,2023-24
1629651,Nic Claxton,1.0,4.0,0.25,2023-24
1630208,Nick Richards,0.0,1.0,0.0,2023-24
1641733,Nick Smith Jr.,50.0,107.0,0.467,2023-24
1629638,Nickeil Alexander-Walker,110.0,264.0,0.417,2023-24
201587,Nicolas Batum,67.0,167.0,0.401,2023-24
203999,Nikola Jokić,62.0,165.0,0.376,2023-24
1631107,Nikola Jović,53.0,136.0,0.39,2023-24
202696,Nikola Vučević,89.0,306.0,0.291,2023-24
1641730,Noah Clowney,10.0,28.0,0.357,2023-24
1626181,Norman Powell,129.0,260.0,0.496,2023-24
1628384,OG Anunoby,92.0,229.0,0.402,2023-24
1630167,Obi Toppin,92.0,225.0,0.409,2023-24
1630534,Ochai Agbaji,52.0,180.0,0.289,2023-24
1630846,Olivier Sarr,2.0,6.0,0.333,2023-24
1641765,Olivier-Maxence Prosper,12.0,42.0,0.286,2023-24
1630209,Omer Yurtseven,5.0,23.0,0.217,2023-24
1641931,Onuralp Bitim,9.0,36.0,0.25,2023-24
1630168,Onyeka Okongwu,23.0,69.0,0.333,2023-24
1631115,Orlando Robinson,8.0,15.0,0.533,2023-24
1631131,Oscar Tshiebwe,,,,2023-24
1629052,Oshae Brissett,15.0,48.0,0.313,2023-24
203490,Otto Porter Jr.,8.0,22.0,0.364,2023-24
1631172,Ousmane Dieng,20.0,58.0,0.345,2023-24
200782,P.J. Tucker,12.0,34.0,0.353,2023-24
1629023,P.J. Washington,118.0,354.0,0.333,2023-24
1631094,Paolo Banchero,51.0,140.0,0.364,2023-24
1627783,Pascal Siakam,81.0,223.0,0.363,2023-24
1626192,Pat Connaughton,71.0,213.0,0.333,2023-24
1630311,Pat Spencer,0.0,2.0,0.0,2023-24
1631116,Patrick Baldwin Jr.,30.0,85.0,0.353,2023-24
201976,Patrick Beverley,45.0,130.0,0.346,2023-24
1630172,Patrick Williams,52.0,134.0,0.388,2023-24
201988,Patty Mills,19.0,70.0,0.271,2023-24
202331,Paul George,148.0,326.0,0.454,2023-24
1630194,Paul Reed,17.0,49.0,0.347,2023-24
1630202,Payton Pritchard,110.0,263.0,0.418,2023-24
1631250,Pete Nance,1.0,1.0,1.0,2023-24
1631212,Peyton Watson,40.0,132.0,0.303,2023-24
1630173,Precious Achiuwa,25.0,92.0,0.272,2023-24
1629656,Quentin Grimes,65.0,185.0,0.351,2023-24
1631245,Quenton Jackson,,,,2023-24
1630181,R.J. Hampton,1.0,8.0,0.125,2023-24
1629628,RJ Barrett,86.0,231.0,0.372,2023-24
1630564,RaiQuan Gray,3.0,7.0,0.429,2023-24
1641712,Rayan Rupert,21.0,60.0,0.35,2023-24
203493,Reggie Bullock Jr.,22.0,58.0,0.379,2023-24
202704,Reggie Jackson,65.0,162.0,0.401,2023-24
