game_id,date,home_id,away_id,stint_count,first_elapsed,last_elapsed,covered_seconds,reconstructed_home_points,reconstructed_away_points,incomplete_stints,official_home_points,official_away_points,official_home_id,official_away_id,max_period,expected_seconds,max_player_seconds_error,mean_player_seconds_error,max_player_pm_error,extra_reconstructed_players,missing_reconstructed_players,season_year,score_error,missing_lineup_seconds,pass_teams,pass_score,pass_time,pass_lineups,pass_player_minutes,pass_player_pm,canonical_grade_a,failure_reasons
22500323,2025-12-02,1610612744,1610612760,33,0,2880,2880.0,109.0,122.0,0,112.0,124.0,1610612744,1610612760,4,2880,0.599999999999909,0.20952380952380845,11.0,0,0,2025,5.0,0.0,True,False,True,True,True,False,False,score|plus_minus
22500387,2025-12-20,1610612755,1610612742,32,0,2880,2880.0,121.0,109.0,0,121.0,114.0,1610612755,1610612742,4,2880,0.2999999999999545,0.07368421052630861,8.0,0,0,2025,5.0,0.0,True,False,True,True,True,False,False,score|plus_minus
22500726,2026-02-04,1610612752,1610612743,36,0,3480,3480.0,134.0,122.0,0,134.0,127.0,1610612752,1610612743,6,3480,1.0999999999999943,0.2800000000000139,14.0,0,0,2025,5.0,0.0,True,False,True,True,True,False,False,score|plus_minus
22500528,2026-01-08,1610612766,1610612754,40,0,2880,2880.0,107.0,114.0,0,112.0,114.0,1610612766,1610612754,4,2880,0.20000000000004547,0.017391304347822628,12.0,0,0,2025,5.0,0.0,True,False,True,True,True,False,False,score|plus_minus
22500599,2026-01-17,1610612744,1610612766,34,0,2880,2880.0,134.0,113.0,0,136.0,116.0,1610612744,1610612766,4,2880,0.5,0.20833333333333334,6.0,0,0,2025,5.0,0.0,True,False,True,True,True,False,False,score|plus_minus
22500421,2025-12-23,1610612758,1610612765,35,0,2880,2880.0,125.0,133.0,0,127.0,136.0,1610612758,1610612765,4,2880,0.20000000000004547,0.07368421052629066,8.0,0,0,2025,5.0,0.0,True,False,True,True,True,False,False,score|plus_minus
22500827,2026-02-22,1610612746,1610612753,33,0,2880,2880.0,107.0,108.0,0,109.0,111.0,1610612746,1610612753,4,2880,0.5000000000002274,0.1473684210526651,10.0,0,0,2025,5.0,0.0,True,False,True,True,True,False,False,score|plus_minus
22500289,2025-11-24,1610612740,1610612741,43,0,2880,2880.0,141.0,127.0,0,143.0,130.0,1610612740,1610612741,4,2880,0.10000000000013642,0.031578947368416266,7.0,0,0,2025,5.0,0.0,True,False,True,True,True,False,False,score|plus_minus
22500455,2025-12-29,1610612760,1610612737,35,0,2880,2880.0,140.0,124.0,0,140.0,129.0,1610612760,1610612737,4,2880,0.8000000000000114,0.11999999999999034,10.0,0,0,2025,5.0,0.0,True,False,True,True,True,False,False,score|plus_minus
22500617,2026-01-20,1610612743,1610612747,31,0,2880,2880.0,104.0,113.0,0,107.0,115.0,1610612743,1610612747,4,2880,0.5,0.09999999999997852,11.0,0,0,2025,5.0,0.0,True,False,True,True,True,False,False,score|plus_minus
22500811,2026-02-21,1610612756,1610612753,39,0,3480,3480.0,108.0,110.0,0,113.0,110.0,1610612756,1610612753,6,3480,0.3999999999998636,0.100000000000046,10.0,0,0,2025,5.0,0.0,True,False,True,True,True,False,False,score|plus_minus
22500233,2025-11-16,1610612738,1610612746,36,0,2880,2887.8,123.0,121.0,0,121.0,118.0,1610612738,1610612746,4,2880,249.30000000000018,51.84000000000009,15.0,0,0,2025,5.0,-7.800000000000182,True,False,False,True,False,False,False,score|time|minutes|plus_minus
22500474,2026-01-01,1610612758,1610612738,29,0,2880,3009.0,106.0,125.0,0,106.0,120.0,1610612758,1610612738,4,2880,358.0,120.3,9.0,0,0,2025,5.0,-129.0,True,False,False,True,False,False,False,score|time|minutes|plus_minus
22501063,2026-03-26,1610612766,1610612752,27,0,2880,2801.0,110.0,103.0,0,114.0,103.0,1610612766,1610612752,4,2880,79.0,39.499999999999986,4.0,0,0,2025,4.0,79.0,True,False,False,True,False,False,False,score|time|minutes|plus_minus
22500453,2025-12-29,1610612745,1610612754,32,0,2880,2815.0,125.0,116.0,0,126.0,119.0,1610612745,1610612754,4,2880,176.0,65.45925925925924,12.0,0,0,2025,4.0,65.0,True,False,False,True,False,False,False,score|time|minutes|plus_minus
22500658,2026-01-26,1610612739,1610612753,30,0,2880,2880.0,112.0,96.0,0,114.0,98.0,1610612739,1610612753,4,2880,0.8000000000001819,0.15238095238098162,7.0,0,0,2025,4.0,0.0,True,False,True,True,True,False,False,score|plus_minus
22500689,2026-01-30,1610612738,1610612758,27,0,2880,2880.0,110.0,91.0,0,112.0,93.0,1610612738,1610612758,4,2880,0.0,0.0,6.0,0,0,2025,4.0,0.0,True,False,True,True,True,False,False,score|plus_minus
22500687,2026-01-30,1610612753,1610612761,34,0,2880,2880.0,130.0,116.0,0,130.0,120.0,1610612753,1610612761,4,2880,2.2737367544323206e-13,1.1368683772161604e-14,9.0,0,0,2025,4.0,0.0,True,False,True,True,True,False,False,score|plus_minus
22500817,2026-02-22,1610612760,1610612739,36,0,2880,2880.0,121.0,109.0,0,121.0,113.0,1610612760,1610612739,4,2880,0.900000000000091,0.28000000000000114,8.0,0,0,2025,4.0,0.0,True,False,True,True,True,False,False,score|plus_minus
22500392,2025-12-20,1610612744,1610612756,38,0,2880,2880.0,115.0,116.0,0,119.0,116.0,1610612744,1610612756,4,2880,0.900000000000091,0.25714285714285606,14.0,0,0,2025,4.0,0.0,True,False,True,True,True,False,False,score|plus_minus
22500321,2025-12-02,1610612740,1610612750,33,0,3180,3180.0,140.0,147.0,0,142.0,149.0,1610612740,1610612750,5,3180,0.7000000000002728,0.18000000000003524,6.0,0,0,2025,4.0,0.0,True,False,True,True,True,False,False,score|plus_minus
22500478,2026-01-02,1610612739,1610612743,27,0,2880,2880.0,113.0,104.0,0,113.0,108.0,1610612739,1610612743,4,2880,0.7999999999999545,0.15789473684210525,9.0,0,0,2025,4.0,0.0,True,False,True,True,True,False,False,score|plus_minus
22500259,2025-11-19,1610612750,1610612764,31,0,2880,2880.0,120.0,105.0,0,120.0,109.0,1610612750,1610612764,4,2880,0.5,0.12631578947371294,13.0,0,0,2025,4.0,0.0,True,False,True,True,True,False,False,score|plus_minus
22500135,2025-10-29,1610612762,1610612757,40,0,2880,2880.0,132.0,134.0,0,134.0,136.0,1610612762,1610612757,4,2880,0.5,0.08333333333336412,11.0,0,0,2025,4.0,0.0,True,False,True,True,True,False,False,score|plus_minus
22500490,2026-01-03,1610612759,1610612757,34,0,2880,2880.0,108.0,113.0,0,110.0,115.0,1610612759,1610612757,4,2880,0.5,0.12631578947370095,8.0,0,0,2025,4.0,0.0,True,False,True,True,True,False,False,score|plus_minus
22500109,2025-10-26,1610612764,1610612766,41,0,2880,2880.0,109.0,139.0,0,113.0,139.0,1610612764,1610612766,4,2880,0.7000000000000455,0.1703703703703807,8.0,0,0,2025,4.0,0.0,True,False,True,True,True,False,False,score|plus_minus
22500546,2026-01-10,1610612741,1610612742,37,0,2880,2880.0,123.0,105.0,0,125.0,107.0,1610612741,1610612742,4,2880,0.5,0.04800000000000182,7.0,0,0,2025,4.0,0.0,True,False,True,True,True,False,False,score|plus_minus
22500173,2025-11-05,1610612754,1610612751,33,0,2880,2880.0,103.0,108.0,0,103.0,112.0,1610612754,1610612751,4,2880,0.10000000000013642,0.009523809523833344,11.0,0,0,2025,4.0,0.0,True,False,True,True,True,False,False,score|plus_minus
22500769,2026-02-09,1610612747,1610612760,31,0,2880,2880.0,108.0,117.0,0,110.0,119.0,1610612747,1610612760,4,2880,1.1368683772161603e-13,5.4136589391245725e-15,9.0,0,0,2025,4.0,0.0,True,False,True,True,True,False,False,score|plus_minus
