player_id,masked_game_exposed,omission_error,aggregate_error,mi_mean_error,mi_between_sd
146,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
147,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
154,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
156,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
157,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
160,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
164,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
165,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
166,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
168,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
170,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
173,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
175,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
176,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
177,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
178,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
179,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
180,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
181,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
182,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
183,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
184,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
185,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
187,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
190,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
192,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
193,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
194,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
195,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
197,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
198,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
199,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
201,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
202,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
203,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
204,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
208,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
209,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
210,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
211,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
212,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
213,False,8.326672684688674e-17,-5.412337245047638e-16,1.1185496973098451e-15,2.001262197675685e-15
