gid_n,possessions_seen,possessions_attached,n_away,n_home,pts_away,pts_home,expected_home,expected_away,attach_rate,home_point_error,away_point_error,possession_gap,pass_attach,pass_points,pass_balance,trusted,season_code
29601038,201,201,101.0,99.0,105.0,93.0,93.0,105.0,1.0,0.0,0.0,2.0,True,True,True,True,96
29601039,185,185,90.0,91.0,87.0,97.0,97.0,87.0,1.0,0.0,0.0,1.0,True,True,True,True,96
29601040,167,167,82.0,81.0,94.0,88.0,88.0,94.0,1.0,0.0,0.0,1.0,True,True,True,True,96
29601041,175,168,84.0,83.0,98.0,92.0,92.0,98.0,0.96,0.0,0.0,1.0,False,True,True,False,96
29601042,212,212,107.0,104.0,103.0,111.0,111.0,106.0,1.0,0.0,-3.0,3.0,True,False,True,False,96
29601043,173,173,86.0,86.0,102.0,80.0,82.0,100.0,1.0,-2.0,2.0,0.0,True,False,True,False,96
29601044,199,172,83.0,86.0,98.0,83.0,83.0,98.0,0.864321608040201,0.0,0.0,3.0,False,True,True,False,96
29601045,190,189,94.0,90.0,91.0,80.0,82.0000723676936,91.00002035893404,0.9947368421052631,-2.0000723676936047,-2.0358934037290055e-05,4.0,False,False,True,False,96
29601046,182,182,90.0,88.0,99.0,97.0,97.0,99.0,1.0,0.0,0.0,2.0,True,True,True,True,96
29601047,171,171,83.0,84.0,102.0,91.0,91.0,102.0,1.0,0.0,0.0,1.0,True,True,True,True,96
29601048,179,179,87.0,88.0,96.0,87.0,87.0,96.0,1.0,0.0,0.0,1.0,True,True,True,True,96
29601049,207,207,104.0,102.0,114.0,88.0,90.0,112.0,1.0,-2.0,2.0,2.0,True,False,True,False,96
29601050,180,180,88.0,90.0,84.0,95.0,95.0,84.0,1.0,0.0,0.0,2.0,True,True,True,True,96
29601051,177,177,87.0,86.0,89.0,94.0,94.0,89.0,1.0,0.0,0.0,1.0,True,True,True,True,96
29601052,171,171,82.0,88.0,99.0,92.0,92.0,99.0,1.0,0.0,0.0,6.0,True,True,False,False,96
29601053,195,142,69.0,72.0,63.0,89.0,89.0,63.0,0.7282051282051282,0.0,0.0,3.0,False,True,True,False,96
29601054,194,194,98.0,95.0,97.0,108.0,109.0,96.0,1.0,-1.0,1.0,3.0,True,False,True,False,96
29601055,194,152,75.0,74.0,65.0,78.0,76.0,65.0,0.7835051546391752,2.0,0.0,1.0,False,False,True,False,96
29601056,185,185,91.0,91.0,93.0,87.0,87.0,93.0,1.0,0.0,0.0,0.0,True,True,True,True,96
29601057,191,191,95.0,95.0,102.0,110.0,110.0,102.0,1.0,0.0,0.0,0.0,True,True,True,True,96
29601058,185,185,91.0,89.0,113.0,94.0,94.0,113.0,1.0,0.0,0.0,2.0,True,True,True,True,96
29601059,178,178,88.0,89.0,92.0,78.0,78.0,92.0,1.0,0.0,0.0,1.0,True,True,True,True,96
29601060,186,181,90.0,90.0,87.0,105.0,106.00063400759338,89.99963943106748,0.9731182795698925,-1.0006340075933764,-2.9996394310674788,0.0,False,False,True,False,96
29601061,192,192,91.0,98.0,80.0,103.0,103.0,80.0,1.0,0.0,0.0,7.0,True,True,False,False,96
29601062,194,194,95.0,97.0,117.0,102.0,102.0,117.0,1.0,0.0,0.0,2.0,True,True,True,True,96
29601063,188,188,94.0,93.0,93.0,84.0,84.0,93.0,1.0,0.0,0.0,1.0,True,True,True,True,96
29601064,188,188,93.0,93.0,111.0,104.0,103.0,114.0,1.0,1.0,-3.0,0.0,True,False,True,False,96
29601065,160,160,79.0,78.0,89.0,103.0,103.0,89.0,1.0,0.0,0.0,1.0,True,True,True,True,96
29601066,160,160,80.0,77.0,71.0,84.0,84.0,71.0,1.0,0.0,0.0,3.0,True,True,True,True,96
29601067,178,178,86.0,90.0,95.0,97.0,97.0,95.0,1.0,0.0,0.0,4.0,True,True,True,True,96
29601068,189,160,81.0,75.0,105.0,89.0,90.0,102.0,0.8465608465608465,-1.0,3.0,6.0,False,False,False,False,96
29601069,178,178,85.0,90.0,76.0,109.0,106.0,79.0,1.0,3.0,-3.0,5.0,True,False,False,False,96
29601070,180,180,88.0,90.0,94.0,83.0,83.0,94.0,1.0,0.0,0.0,2.0,True,True,True,True,96
29601071,188,188,94.0,93.0,108.0,94.0,94.0,108.0,1.0,0.0,0.0,1.0,True,True,True,True,96
29601072,199,199,99.0,98.0,95.0,106.0,108.0,93.0,1.0,-2.0,2.0,1.0,True,False,True,False,96
29601073,187,187,92.0,90.0,82.0,98.0,98.00001026741216,84.00005372611378,1.0,-1.0267412164921552e-05,-2.0000537261137765,2.0,True,False,True,False,96
29601074,196,196,96.0,97.0,113.0,115.0,115.0,113.0,1.0,0.0,0.0,1.0,True,True,True,True,96
29601075,186,186,90.0,93.0,102.0,97.0,97.0,102.0,1.0,0.0,0.0,3.0,True,True,True,True,96
29601076,194,168,84.0,81.0,89.0,99.0,99.0,91.0,0.865979381443299,0.0,-2.0,3.0,False,False,True,False,96
29601077,194,191,92.0,97.0,97.0,90.0,89.99992094575867,98.99997010449161,0.9845360824742269,7.905424132559347e-05,-1.9999701044916094,5.0,False,False,False,False,96
29601078,184,184,93.0,88.0,86.0,101.0,103.0,84.0,1.0,-2.0,2.0,5.0,True,False,False,False,96
29601079,202,202,101.0,101.0,120.0,114.0,114.0,120.0,1.0,0.0,0.0,0.0,True,True,True,True,96
29601080,205,205,103.0,100.0,103.0,96.0,96.0,103.0,1.0,0.0,0.0,3.0,True,True,True,True,96
29601081,181,181,88.0,91.0,110.0,94.0,94.0,110.0,1.0,0.0,0.0,3.0,True,True,True,True,96
29601082,182,182,88.0,92.0,94.0,83.0,83.0,94.0,1.0,0.0,0.0,4.0,True,True,True,True,96
29601083,188,188,95.0,91.0,80.0,87.0,87.0,80.0,1.0,0.0,0.0,4.0,True,True,True,True,96
29601084,187,158,78.0,78.0,96.0,86.0,86.0,94.0,0.8449197860962567,0.0,2.0,0.0,False,False,True,False,96
29601085,207,207,104.0,101.0,101.0,113.0,113.0,101.0,1.0,0.0,0.0,3.0,True,True,True,True,96
29601086,177,177,85.0,86.0,94.0,85.0,85.0,94.0,1.0,0.0,0.0,1.0,True,True,True,True,96
29601087,196,196,95.0,95.0,110.0,105.0,105.0,110.0,1.0,0.0,0.0,0.0,True,True,True,True,96
29601088,177,177,86.0,89.0,94.0,88.0,88.0,94.0,1.0,0.0,0.0,3.0,True,True,True,True,96
29601089,201,201,101.0,99.0,102.0,128.0,128.0,102.0,1.0,0.0,0.0,2.0,True,True,True,True,96
29601090,182,140,70.0,68.0,84.0,70.0,72.0,85.0,0.7692307692307693,-2.0,-1.0,2.0,False,False,True,False,96
29601091,169,169,84.0,83.0,93.0,73.0,73.0,93.0,1.0,0.0,0.0,1.0,True,True,True,True,96
29601092,171,171,84.0,86.0,94.0,92.0,92.0,94.0,1.0,0.0,0.0,2.0,True,True,True,True,96
29601093,195,195,97.0,95.0,94.0,100.0,100.0,94.0,1.0,0.0,0.0,2.0,True,True,True,True,96
29601094,180,180,90.0,88.0,97.0,82.0,82.0,97.0,1.0,0.0,0.0,2.0,True,True,True,True,96
29601095,185,182,88.0,91.0,82.0,85.0,86.99997608677499,82.00004944917357,0.9837837837837838,-1.9999760867749927,-4.944917357363465e-05,3.0,False,False,True,False,96
29601096,180,105,51.0,53.0,53.0,55.0,53.0,48.0,0.5833333333333334,2.0,5.0,2.0,False,False,True,False,96
29601097,199,182,91.0,91.0,99.0,105.0,104.0,99.0,0.914572864321608,1.0,0.0,0.0,False,False,True,False,96
29601098,205,205,102.0,102.0,127.0,117.0,117.0,127.0,1.0,0.0,0.0,0.0,True,True,True,True,96
29601099,183,173,86.0,85.0,105.0,81.0,84.96846851697734,109.03156633828883,0.9453551912568307,-3.968468516977339,-4.031566338288826,1.0,False,False,True,False,96
29601100,186,181,91.0,87.0,88.0,111.0,108.91392867149057,93.0862425287566,0.9731182795698925,2.0860713285094334,-5.0862425287566,4.0,False,False,True,False,96
29601101,222,222,111.0,109.0,116.0,101.0,101.00002955623557,116.00001439951792,1.0,-2.9556235574546008e-05,-1.4399517922925043e-05,2.0,True,True,True,True,96
29601102,214,214,103.0,107.0,111.0,136.0,136.0,111.0,1.0,0.0,0.0,4.0,True,True,True,True,96
29601103,175,175,83.0,87.0,86.0,80.0,80.00003160918084,86.00000977407282,1.0,-3.1609180837222084e-05,-9.774072822210655e-06,4.0,True,True,True,True,96
29601104,184,184,91.0,92.0,89.0,101.0,101.0,89.0,1.0,0.0,0.0,1.0,True,True,True,True,96
29601105,193,193,97.0,94.0,105.0,103.0,103.0,105.0,1.0,0.0,0.0,3.0,True,True,True,True,96
29601106,192,192,93.0,95.0,88.0,93.0,93.0,88.0,1.0,0.0,0.0,2.0,True,True,True,True,96
29601107,169,169,82.0,84.0,83.0,93.0,93.0,83.0,1.0,0.0,0.0,2.0,True,True,True,True,96
29601108,180,180,89.0,89.0,105.0,69.0,69.0,105.0,1.0,0.0,0.0,0.0,True,True,True,True,96
29601109,184,184,90.0,89.0,90.0,82.0,82.0,90.0,1.0,0.0,0.0,1.0,True,True,True,True,96
29601110,183,183,90.0,88.0,94.0,102.0,102.00003424728683,93.99998759035776,1.0,-3.4247286833988255e-05,1.2409642238253582e-05,2.0,True,True,True,True,96
29601111,185,185,93.0,92.0,98.0,81.0,81.0,98.0,1.0,0.0,0.0,1.0,True,True,True,True,96
29601112,200,200,100.0,99.0,108.0,96.0,96.0,108.0,1.0,0.0,0.0,1.0,True,True,True,True,96
29601113,224,148,74.0,71.0,72.0,75.0,73.0,69.0,0.6607142857142857,2.0,3.0,3.0,False,False,True,False,96
29601114,198,195,97.0,96.0,99.0,95.0,98.6757909937918,101.32448754149937,0.9848484848484849,-3.675790993791793,-2.3244875414993658,1.0,False,False,True,False,96
29601115,207,207,100.0,103.0,101.0,103.0,103.0,101.0,1.0,0.0,0.0,3.0,True,True,True,True,96
29601116,197,197,98.0,96.0,90.0,109.0,109.0,90.0,1.0,0.0,0.0,2.0,True,True,True,True,96
29601117,167,167,83.0,82.0,93.0,85.0,85.0,93.0,1.0,0.0,0.0,1.0,True,True,True,True,96
29601118,179,179,89.0,87.0,104.0,92.0,92.0,104.0,1.0,0.0,0.0,2.0,True,True,True,True,96
29601119,210,210,102.0,103.0,118.0,126.0,126.0,118.0,1.0,0.0,0.0,1.0,True,True,True,True,96
29601120,190,190,92.0,97.0,83.0,104.0,104.00002708500935,83.00001727008065,1.0,-2.708500935000302e-05,-1.7270080647335817e-05,5.0,True,True,False,False,96
29601121,193,120,59.0,59.0,65.0,71.0,73.0,65.0,0.6217616580310881,-2.0,0.0,0.0,False,False,True,False,96
29601122,197,177,87.0,87.0,83.0,87.0,93.0,81.0,0.8984771573604061,-6.0,2.0,0.0,False,False,True,False,96
29601123,208,208,104.0,103.0,100.0,119.0,121.00002745184146,98.00000891183949,1.0,-2.0000274518414614,1.9999910881605132,1.0,True,False,True,False,96
29601124,190,190,92.0,97.0,103.0,96.0,99.0,100.0,1.0,-3.0,3.0,5.0,True,False,False,False,96
29601125,181,181,89.0,91.0,97.0,99.0,99.0,97.0,1.0,0.0,0.0,2.0,True,True,True,True,96
29601126,189,189,92.0,93.0,100.0,89.0,89.0,100.0,1.0,0.0,0.0,1.0,True,True,True,True,96
29601127,200,200,100.0,99.0,116.0,127.0,125.00001942692404,118.00005449571657,1.0,1.999980573075959,-2.0000544957165687,1.0,True,False,True,False,96
29601128,173,173,84.0,85.0,80.0,66.0,66.0,80.0,1.0,0.0,0.0,1.0,True,True,True,True,96
29601129,181,181,91.0,86.0,96.0,85.0,85.0,96.0,1.0,0.0,0.0,5.0,True,True,False,False,96
29601130,174,174,86.0,87.0,96.0,91.0,91.0,96.0,1.0,0.0,0.0,1.0,True,True,True,True,96
29601131,199,165,81.0,81.0,78.0,95.0,95.0,78.0,0.8291457286432161,0.0,0.0,0.0,False,True,True,False,96
29601132,179,179,87.0,89.0,91.0,108.0,108.0,91.0,1.0,0.0,0.0,2.0,True,True,True,True,96
29601133,199,199,100.0,95.0,123.0,132.0,132.0,123.0,1.0,0.0,0.0,5.0,True,True,False,False,96
29601134,192,192,95.0,95.0,73.0,113.0,113.0,73.0,1.0,0.0,0.0,0.0,True,True,True,True,96
29601135,180,180,86.0,90.0,98.0,100.0,100.0,98.0,1.0,0.0,0.0,4.0,True,True,True,True,96
29601136,196,187,92.0,91.0,101.0,93.0,93.0,98.0,0.9540816326530612,0.0,3.0,1.0,False,False,True,False,96
29601137,216,216,108.0,107.0,131.0,110.0,110.0,131.0,1.0,0.0,0.0,1.0,True,True,True,True,96
29601138,179,179,88.0,89.0,91.0,100.0,100.0,91.0,1.0,0.0,0.0,1.0,True,True,True,True,96
29601139,180,180,88.0,89.0,93.0,87.0,87.00007167036135,95.000145851072,1.0,-7.167036135058424e-05,-2.0001458510720056,1.0,True,False,True,False,96
29601140,166,166,82.0,83.0,82.0,94.0,94.0,82.0,1.0,0.0,0.0,1.0,True,True,True,True,96
29601141,201,201,99.0,100.0,107.0,110.0,110.0,107.0,1.0,0.0,0.0,1.0,True,True,True,True,96
29601142,193,193,96.0,96.0,100.0,117.0,117.0,100.0,1.0,0.0,0.0,0.0,True,True,True,True,96
29601143,194,194,96.0,95.0,99.0,93.0,93.00002751883075,98.99999777911869,1.0,-2.7518830748363143e-05,2.220881313519385e-06,1.0,True,True,True,True,96
29601144,197,126,61.0,62.0,58.0,61.0,59.0,60.0,0.6395939086294417,2.0,-2.0,1.0,False,False,True,False,96
29601145,187,187,92.0,95.0,106.0,120.0,120.0,106.0,1.0,0.0,0.0,3.0,True,True,True,True,96
29601146,180,180,89.0,90.0,101.0,109.0,109.0,101.0,1.0,0.0,0.0,1.0,True,True,True,True,96
29601147,182,182,88.0,91.0,85.0,92.0,92.0,85.0,1.0,0.0,0.0,3.0,True,True,True,True,96
29601148,198,198,96.0,100.0,119.0,123.0,123.0,119.0,1.0,0.0,0.0,4.0,True,True,True,True,96
29601149,195,176,89.0,86.0,112.0,112.0,111.0,112.0,0.9025641025641026,1.0,0.0,3.0,False,False,True,False,96
29601150,190,190,89.0,94.0,88.0,108.0,108.0,88.0,1.0,0.0,0.0,5.0,True,True,False,False,96
29601151,197,197,100.0,95.0,108.0,102.0,102.0,108.0,1.0,0.0,0.0,5.0,True,True,False,False,96
29601152,181,181,90.0,90.0,92.0,96.0,96.0,92.0,1.0,0.0,0.0,0.0,True,True,True,True,96
29601153,210,210,103.0,105.0,113.0,105.0,105.0,113.0,1.0,0.0,0.0,2.0,True,True,True,True,96
29601154,191,191,94.0,93.0,90.0,103.0,103.0,90.0,1.0,0.0,0.0,1.0,True,True,True,True,96
29601155,188,188,95.0,89.0,92.0,102.0,102.0,92.0,1.0,0.0,0.0,6.0,True,True,False,False,96
29601156,170,170,84.0,83.0,63.0,78.0,78.0,63.0,1.0,0.0,0.0,1.0,True,True,True,True,96
29601157,184,184,90.0,91.0,85.0,92.0,92.0,85.0,1.0,0.0,0.0,1.0,True,True,True,True,96
29601158,171,171,85.0,83.0,92.0,77.0,77.0,92.0,1.0,0.0,0.0,2.0,True,True,True,True,96
29601159,207,171,82.0,87.0,54.0,92.0,92.0,52.0,0.8260869565217391,0.0,2.0,5.0,False,False,False,False,96
29601160,182,162,76.0,82.0,91.0,100.0,94.0,94.0,0.8901098901098901,6.0,-3.0,6.0,False,False,False,False,96
29601161,193,193,94.0,94.0,93.0,106.0,106.00007167881748,92.9999808614056,1.0,-7.167881747704996e-05,1.9138594396395092e-05,0.0,True,True,True,True,96
29601162,196,182,92.0,89.0,89.0,104.0,101.0,89.0,0.9285714285714286,3.0,0.0,3.0,False,False,True,False,96
29601163,173,173,86.0,85.0,105.0,73.0,73.00001936777333,105.00002572867389,1.0,-1.9367773333556215e-05,-2.5728673890057507e-05,1.0,True,True,True,True,96
29601164,190,190,94.0,95.0,89.0,97.0,97.0,89.0,1.0,0.0,0.0,1.0,True,True,True,True,96
29601165,213,213,107.0,105.0,119.0,113.0,113.0,119.0,1.0,0.0,0.0,2.0,True,True,True,True,96
29601166,194,194,96.0,95.0,93.0,104.0,104.0,93.0,1.0,0.0,0.0,1.0,True,True,True,True,96
29601167,166,166,80.0,82.0,86.0,74.0,74.0,86.0,1.0,0.0,0.0,2.0,True,True,True,True,96
29601168,190,190,93.0,93.0,108.0,100.0,100.0,108.0,1.0,0.0,0.0,0.0,True,True,True,True,96
29601169,172,172,86.0,84.0,82.0,75.0,75.0,82.0,1.0,0.0,0.0,2.0,True,True,True,True,96
29601170,199,199,98.0,98.0,112.0,122.0,122.0,112.0,1.0,0.0,0.0,0.0,True,True,True,True,96
29601171,205,205,101.0,102.0,102.0,112.0,112.0,102.0,1.0,0.0,0.0,1.0,True,True,True,True,96
29601172,185,185,93.0,90.0,106.0,95.0,95.0,106.0,1.0,0.0,0.0,3.0,True,True,True,True,96
29601173,198,198,99.0,99.0,123.0,95.0,95.00003245357077,123.00003001373234,1.0,-3.2453570767643214e-05,-3.0013732342126787e-05,0.0,True,True,True,True,96
29601174,186,186,89.0,94.0,102.0,88.0,88.0,102.0,1.0,0.0,0.0,5.0,True,True,False,False,96
29601175,203,203,101.0,101.0,104.0,136.0,136.0,104.0,1.0,0.0,0.0,0.0,True,True,True,True,96
29601176,194,192,96.0,93.0,103.0,101.0,101.0,103.0,0.9896907216494846,0.0,0.0,3.0,False,True,True,False,96
29601177,199,154,77.0,73.0,77.0,69.0,69.0,74.0,0.7738693467336684,0.0,3.0,4.0,False,False,True,False,96
29601178,194,194,97.0,96.0,89.0,101.0,101.0,89.0,1.0,0.0,0.0,1.0,True,True,True,True,96
29601179,191,163,80.0,82.0,102.0,96.0,96.0,100.0,0.8534031413612565,0.0,2.0,2.0,False,False,True,False,96
29601180,209,158,78.0,79.0,98.0,88.0,86.0,98.0,0.7559808612440191,2.0,0.0,1.0,False,False,True,False,96
29601181,194,194,91.0,97.0,100.0,125.0,125.0,100.0,1.0,0.0,0.0,6.0,True,True,False,False,96
29601182,206,206,99.0,102.0,125.0,94.0,94.0,125.0,1.0,0.0,0.0,3.0,True,True,True,True,96
29601183,194,194,95.0,98.0,92.0,108.0,108.0,92.0,1.0,0.0,0.0,3.0,True,True,True,True,96
29601184,164,164,80.0,80.0,85.0,81.0,81.0,85.0,1.0,0.0,0.0,0.0,True,True,True,True,96
29601185,199,199,98.0,99.0,124.0,120.0,120.00014263541655,124.00008651805298,1.0,-0.0001426354165516841,-8.651805298143245e-05,1.0,True,True,True,True,96
29601186,198,198,98.0,98.0,100.0,120.0,120.0,100.0,1.0,0.0,0.0,0.0,True,True,True,True,96
29601187,185,185,95.0,88.0,103.0,99.0,98.99999384716538,103.00004939164106,1.0,6.152834615136271e-06,-4.939164105621785e-05,7.0,True,True,False,False,96
29601188,182,139,68.0,67.0,88.0,81.0,78.0,86.0,0.7637362637362637,3.0,2.0,1.0,False,False,True,False,96
29601189,188,188,92.0,94.0,96.0,98.0,100.0,96.0,1.0,-2.0,0.0,2.0,True,False,True,False,96
29700001,196,196,96.0,96.0,85.0,92.0,92.0000781276188,85.00001967108557,1.0,-7.812761880643393e-05,-1.9671085567551927e-05,0.0,True,True,True,True,97
29700002,188,188,94.0,90.0,95.0,97.0,97.0,95.0,1.0,0.0,0.0,4.0,True,True,True,True,97
29700003,182,182,89.0,92.0,103.0,88.0,87.99998969925632,103.00010726618882,1.0,1.0300743682023494e-05,-0.00010726618882017647,3.0,True,True,True,True,97
29700004,181,181,88.0,90.0,105.0,99.0,99.0,105.0,1.0,0.0,0.0,2.0,True,True,True,True,97
29700005,200,93,47.0,44.0,36.0,54.0,52.0,34.0,0.465,2.0,2.0,3.0,False,False,True,False,97
29700006,194,194,96.0,96.0,97.0,85.0,85.0,97.0,1.0,0.0,0.0,0.0,True,True,True,True,97
29700007,189,176,85.0,86.0,74.0,86.0,86.0,74.0,0.9312169312169312,0.0,0.0,1.0,False,True,True,False,97
29700008,210,210,104.0,103.0,113.0,129.0,129.0,113.0,1.0,0.0,0.0,1.0,True,True,True,True,97
29700009,198,198,98.0,98.0,86.0,94.0,94.0,86.0,1.0,0.0,0.0,0.0,True,True,True,True,97
29700010,189,189,95.0,92.0,107.0,96.0,95.99996835989573,107.00010827039674,1.0,3.1640104268149116e-05,-0.00010827039673699801,3.0,True,True,True,True,97
29700011,199,199,98.0,96.0,98.0,112.0,110.0,100.0,1.0,2.0,-2.0,2.0,True,False,True,False,97
29700012,191,191,93.0,96.0,86.0,105.0,104.0,87.0,1.0,1.0,-1.0,3.0,True,False,True,False,97
29700013,188,147,73.0,73.0,70.0,75.0,75.0,74.0,0.7819148936170213,0.0,-4.0,0.0,False,False,True,False,97
29700014,186,186,90.0,90.0,95.0,83.0,88.0,90.0,1.0,-5.0,5.0,0.0,True,False,True,False,97
29700015,195,195,95.0,97.0,109.0,108.0,108.0,109.0,1.0,0.0,0.0,2.0,True,True,True,True,97
29700016,190,156,78.0,73.0,68.0,71.0,71.0,68.0,0.8210526315789474,0.0,0.0,5.0,False,True,False,False,97
29700017,198,198,98.0,99.0,83.0,96.0,96.00000495421712,83.00002414322677,1.0,-4.954217118324777e-06,-2.4143226767137094e-05,1.0,True,True,True,True,97
29700018,191,191,94.0,95.0,74.0,94.0,94.0,74.0,1.0,0.0,0.0,1.0,True,True,True,True,97
29700019,223,223,109.0,110.0,113.0,109.0,109.00002596494978,113.00000779484203,1.0,-2.596494978490682e-05,-7.794842034059002e-06,1.0,True,True,True,True,97
29700020,195,195,98.0,96.0,90.0,106.0,106.0,90.0,1.0,0.0,0.0,2.0,True,True,True,True,97
29700021,186,186,93.0,89.0,80.0,83.0,83.00003789645156,79.9999956042814,1.0,-3.789645155904964e-05,4.395718605110233e-06,4.0,True,True,True,True,97
29700022,181,181,90.0,88.0,84.0,102.0,102.0,84.0,1.0,0.0,0.0,2.0,True,True,True,True,97
29700023,187,150,75.0,72.0,60.0,64.0,64.0,60.0,0.8021390374331551,0.0,0.0,3.0,False,True,True,False,97
29700024,178,178,86.0,89.0,89.0,81.0,81.0,89.0,1.0,0.0,0.0,3.0,True,True,True,True,97
29700025,183,183,91.0,90.0,96.0,97.0,97.00005661924146,95.99998919222851,1.0,-5.661924146238562e-05,1.0807771488430262e-05,1.0,True,True,True,True,97
29700026,194,194,95.0,98.0,107.0,96.0,96.0,107.0,1.0,0.0,0.0,3.0,True,True,True,True,97
29700027,180,180,87.0,88.0,96.0,84.0,86.0,94.0,1.0,-2.0,2.0,1.0,True,False,True,False,97
29700028,190,190,93.0,93.0,93.0,77.0,77.0,93.0,1.0,0.0,0.0,0.0,True,True,True,True,97
29700029,202,202,100.0,99.0,114.0,97.0,99.0,112.0,1.0,-2.0,2.0,1.0,True,False,True,False,97
29700030,215,212,105.0,104.0,82.0,86.0,87.0174954196569,82.9826181767242,0.986046511627907,-1.0174954196568962,-0.9826181767242019,1.0,False,False,True,False,97
29700031,195,195,96.0,96.0,91.0,85.0,86.0,90.0,1.0,-1.0,1.0,0.0,True,False,True,False,97
29700032,199,199,102.0,97.0,68.0,102.0,102.0,70.0,1.0,0.0,-2.0,5.0,True,False,False,False,97
29700033,168,168,84.0,83.0,69.0,84.0,82.0,71.0,1.0,2.0,-2.0,1.0,True,False,True,False,97
29700034,206,164,82.0,81.0,77.0,80.0,85.0,78.0,0.7961165048543689,-5.0,-1.0,1.0,False,False,True,False,97
29700035,180,180,89.0,89.0,77.0,80.0,80.0000285420626,77.00003317058582,1.0,-2.854206259428338e-05,-3.31705858229725e-05,0.0,True,True,True,True,97
29700036,188,188,93.0,91.0,76.0,110.0,110.0,76.0,1.0,0.0,0.0,2.0,True,True,True,True,97
29700037,186,186,91.0,91.0,84.0,95.0,92.00001793100519,87.00001075867206,1.0,2.999982068994811,-3.0000107586720617,0.0,True,False,True,False,97
29700038,208,208,104.0,101.0,120.0,96.0,96.0,120.0,1.0,0.0,0.0,3.0,True,True,True,True,97
29700039,189,189,94.0,94.0,84.0,106.0,106.0,84.0,1.0,0.0,0.0,0.0,True,True,True,True,97
29700040,199,199,96.0,96.0,101.0,98.0,98.0,101.0,1.0,0.0,0.0,0.0,True,True,True,True,97
29700041,192,179,90.0,88.0,101.0,119.0,119.0,101.0,0.9322916666666666,0.0,0.0,2.0,False,True,True,False,97
29700042,209,209,105.0,100.0,94.0,118.0,118.0,94.0,1.0,0.0,0.0,5.0,True,True,False,False,97
29700043,176,167,81.0,82.0,86.0,69.0,69.0,84.0,0.9488636363636364,0.0,2.0,1.0,False,False,True,False,97
29700044,208,208,104.0,102.0,96.0,112.0,112.0,96.0,1.0,0.0,0.0,2.0,True,True,True,True,97
29700045,183,183,89.0,91.0,91.0,90.0,88.0,93.0,1.0,2.0,-2.0,2.0,True,False,True,False,97
29700046,180,180,88.0,89.0,103.0,110.0,110.0,103.0,1.0,0.0,0.0,1.0,True,True,True,True,97
29700047,194,194,92.0,96.0,99.0,87.0,87.0,99.0,1.0,0.0,0.0,4.0,True,True,True,True,97
29700048,181,181,90.0,86.0,81.0,94.0,94.00002679034121,81.00000284421986,1.0,-2.6790341209448343e-05,-2.8442198640732386e-06,4.0,True,True,True,True,97
29700049,182,182,88.0,88.0,79.0,87.0,87.0,79.0,1.0,0.0,0.0,0.0,True,True,True,True,97
29700050,194,194,96.0,94.0,124.0,110.0,110.0,124.0,1.0,0.0,0.0,2.0,True,True,True,True,97
29700051,190,146,74.0,70.0,82.0,67.0,64.0,82.0,0.7684210526315789,3.0,0.0,4.0,False,False,True,False,97
29700052,186,186,92.0,92.0,93.0,98.0,100.0,93.0,1.0,-2.0,0.0,0.0,True,False,True,False,97
29700053,188,188,93.0,93.0,105.0,75.0,75.0,105.0,1.0,0.0,0.0,0.0,True,True,True,True,97
29700054,196,196,96.0,95.0,98.0,90.0,92.00003952683706,96.00000923622648,1.0,-2.0000395268370568,1.9999907637735248,1.0,True,False,True,False,97
29700055,186,186,91.0,93.0,87.0,99.0,99.0,87.0,1.0,0.0,0.0,2.0,True,True,True,True,97
29700056,201,201,99.0,100.0,107.0,90.0,92.0,107.0,1.0,-2.0,0.0,1.0,True,False,True,False,97
29700057,183,183,91.0,89.0,79.0,79.0,80.0,78.0,1.0,-1.0,1.0,2.0,True,False,True,False,97
29700058,187,187,93.0,91.0,89.0,84.0,84.0,89.0,1.0,0.0,0.0,2.0,True,True,True,True,97
29700059,171,171,84.0,86.0,97.0,93.0,93.0,99.0,1.0,0.0,-2.0,2.0,True,False,True,False,97
29700060,196,196,96.0,96.0,86.0,85.0,85.0,86.0,1.0,0.0,0.0,0.0,True,True,True,True,97
29700061,190,190,92.0,96.0,91.0,89.0,89.0,91.0,1.0,0.0,0.0,4.0,True,True,True,True,97
29700062,196,196,98.0,97.0,94.0,99.0,99.0,94.0,1.0,0.0,0.0,1.0,True,True,True,True,97
29700063,202,202,96.0,101.0,98.0,85.0,85.0,98.0,1.0,0.0,0.0,5.0,True,True,False,False,97
29700064,208,208,104.0,102.0,108.0,97.0,97.0,108.0,1.0,0.0,0.0,2.0,True,True,True,True,97
29700065,186,106,52.0,53.0,51.0,49.0,47.0,51.0,0.5698924731182796,2.0,0.0,1.0,False,False,True,False,97
29700066,189,189,96.0,90.0,108.0,112.0,114.0,106.0,1.0,-2.0,2.0,6.0,True,False,False,False,97
29700067,175,175,85.0,88.0,82.0,89.0,89.0,82.0,1.0,0.0,0.0,3.0,True,True,True,True,97
29700068,198,198,95.0,96.0,99.0,97.0,97.0,99.0,1.0,0.0,0.0,1.0,True,True,True,True,97
29700069,186,186,92.0,91.0,84.0,101.0,99.00001714879296,86.00002446613232,1.0,1.9999828512070366,-2.0000244661323165,1.0,True,False,True,False,97
29700070,193,193,97.0,94.0,96.0,105.0,105.0,96.0,1.0,0.0,0.0,3.0,True,True,True,True,97
