game_id,poss_index,offense_team,defense_team,off_p1,off_p2,off_p3,off_p4,off_p5,def_p1,def_p2,def_p3,def_p4,def_p5,points,points_adj,ended_by,period,date
22500947,189,1610612753,1610612739,1628976,1630217,1630591,1631094,1641783,201935,1629731,1630241,1630596,1631165,3,1.337,made_shot,4,2026-03-11
22500947,190,1610612739,1610612753,201935,1628378,1630241,1630596,1631165,1628976,1630217,1630591,1631094,1641783,2,2.0,free_throw,4,2026-03-11
22500947,192,1610612739,1610612753,201935,1628378,1630241,1630596,1631165,1628976,1630217,1630591,1631094,1641783,0,0.0,turnover,4,2026-03-11
22500947,193,1610612753,1610612739,1628976,1630217,1630591,1631094,1641783,201935,1628378,1630241,1630596,1631165,0,0.0,steal,4,2026-03-11
22500947,194,1610612753,1610612739,1628976,1630217,1630591,1631094,1641783,201935,1628378,1630241,1630596,1631165,2,2.0,made_shot,4,2026-03-11
22500947,195,1610612739,1610612753,201935,1628378,1630241,1630596,1631165,1628976,1630217,1630591,1631094,1641783,1,1.0,free_throw,4,2026-03-11
22500947,200,1610612753,1610612739,1628976,1630217,1630591,1631094,1641783,201935,1628378,1630241,1630596,1631165,0,0.0,free_throw,4,2026-03-11
22500947,205,1610612739,1610612753,201935,1628378,1630241,1630596,1631165,1628976,1630217,1630591,1631094,1641783,3,1.519,made_shot,4,2026-03-11
22500947,207,1610612739,1610612753,201935,1628378,1630241,1630596,1631165,1628976,1630217,1630591,1631094,1641783,3,1.429,made_shot,4,2026-03-11
22500947,208,1610612753,1610612739,1628976,1630217,1630591,1631094,1641783,201935,1628378,1630241,1630596,1631165,3,1.38,made_shot,4,2026-03-11
22500947,209,1610612739,1610612753,201935,1628378,1630241,1630596,1631165,1628976,1630217,1630591,1631094,1641783,3,1.266,made_shot,4,2026-03-11
22500947,210,1610612753,1610612739,1628976,1630217,1630591,1631094,1641783,201935,1628378,1630241,1630596,1631165,0,0.0,defensive_rebound,4,2026-03-11
22500947,211,1610612739,1610612753,201935,1628378,1630241,1630596,1631165,1628976,1630217,1630591,1631094,1641783,3,1.267,made_shot,4,2026-03-11
22500947,212,1610612753,1610612739,1628976,1630217,1630591,1631094,1641783,201935,1628378,1630241,1630596,1631165,3,1.533,made_shot,4,2026-03-11
22500947,213,1610612739,1610612753,201935,1628378,1630241,1630596,1631165,1628976,1630217,1630591,1631094,1641783,2,2.0,made_shot,4,2026-03-11
22500947,214,1610612753,1610612739,1628976,1630217,1630591,1631094,1641783,201935,1628378,1628418,1630241,1630596,2,2.0,free_throw,4,2026-03-11
22500947,215,1610612739,1610612753,201935,1628378,1630241,1630596,1631165,1628976,1630217,1630591,1631094,1641783,0,0.0,defensive_rebound,4,2026-03-11
22500947,216,1610612753,1610612739,1628976,1630217,1630591,1631094,1641783,201935,1628378,1630241,1630596,1631165,1,1.0,free_throw,4,2026-03-11
22500947,217,1610612739,1610612753,201935,1628378,1630241,1630596,1631165,1628976,1630217,1630591,1631094,1641783,0,0.0,period,4,2026-03-11
22500948,0,1610612761,1610612740,1627742,1627751,1629628,1630193,1630567,1627749,1629627,1630180,1630529,1630530,0,0.0,turnover,1,2026-03-11
22500948,5,1610612740,1610612761,1627749,1629627,1630180,1630529,1630530,1627742,1627751,1629628,1630193,1630567,2,2.0,made_shot,1,2026-03-11
22500948,6,1610612761,1610612740,1627742,1627751,1629628,1630193,1630567,1627749,1629627,1630180,1630529,1630530,0,0.0,defensive_rebound,1,2026-03-11
22500948,10,1610612740,1610612761,1627749,1629627,1630180,1630529,1630530,1627742,1627751,1629628,1630193,1630567,3,1.375,made_shot,1,2026-03-11
22500948,12,1610612740,1610612761,1627749,1629627,1630180,1630529,1630530,1627742,1627751,1629628,1630193,1630567,3,1.301,made_shot,1,2026-03-11
